Carimbo de data/hora;Gênero? ;Idade?;Estado Civil?;Quantos filhos possui?;Qual é o seu grau de escolaridade ?;Qual sua graduação?;Há quanto tempo você é militar?;Na área de qual Distrito Naval você servia antes do curso?;Quantas pessoas residem com você?;Quantas pessoas residem com você contribuem para o orçamento familiar?;Quantas pessoas não residem na mesma casa contribuem para o orçamento?;Até que parcela do orçamento essas pessoas que não residem contribuem?;Você contribui financeiramente com outra pessoa que não mora com você?;Até que parcela do orçamento você contribui  com pessoas que não residem na mesma casa que você?;Quantos cartões de crédito você possui?;Quantas contas bancárias você mantém?;Você investe/poupa parte do seu salário?;Que parte dessa quantia poupada fica em caderneta de poupança?;Por qual motivo você poupa parte do seu salário?;Você tem o hábito de anotar seus gastos?;Você conhece ferramentas que auxiliam no planejamento financeiro pessoal?;Quantas vezes você já deixou de pagar o valor total do cartão de crédito ou utilizou o cheque especial?;Você já pegou algum empréstimo em instituição financeira?;Você tem algum tipo de dívida (empréstimos, financiamentos, rotativo do cartão)?;Qual parte do seu orçamento está comprometido com dívidas acima de 12 meses?;Durante a Infância/adolescência alguém conversou com você sobre poupança, investimentos e demais assuntos ligados às finanças pessoais?;De quantas palestras sobre educação financeira ministradas pela Marinha você já participou?;Onde você adquiriu a maior parte dos seus conhecimentos para gerir o seu dinheiro?;Como você classificaria sua segurança em relação aos seus conhecimentos?
16/4/2018 9:54:41;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Incompleto;Cabo;Entre 8 e 10 anos;4;1;1;0;;0;;1;1;0%;0%;;Não registro;Não;4 ou mais;Pagar uma dívida;Não tenho dívidas pessoais;30%;Sim;4 ou mais;Na internet;Inseguro
16/4/2018 10:10:12;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Incompleto;Cabo;Entre 8 e 10 anos;7;1;0;0;;1;10%;1;2;0%;0%;;Não registro;Não;1;Comprar carro/moto;Acima de 24 meses com prestação em dia.;10%;Não;0;Da minha experiência prática;Moderada
24/4/2018 12:06:04;Masculino;De 26 a 30 anos;Solteiro (a);1;Ensino Médio Completo;Cabo;Mais de 10 anos;8;4 ou mais;4 ou mais;1;20%;1;10%;1;1;10%;10%;Para certas emergências;Raramente e não analiso os grupos;Conheço mas não utilizo;1;Comprar carro/moto;Acima de 24 meses com prestação em dia.;20%;Não;2;Em casa com a família, Na internet;Moderada
24/4/2018 12:08:05;Masculino;Acima de 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;7;3;1;0;;0;;0;1;Mais de 30%;Mais de 30%;Outros fins;Raramente e não analiso os grupos;Utilizo e são muito úteis para a minha vida;0;Comprar carro/moto;Não tenho dívidas pessoais;10%;Sim;4 ou mais;Em casa com a família;Satisfatório
24/4/2018 12:09:53;Masculino;Acima de 30 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Entre 8 e 10 anos;1;1;1;0;;2;20%;1;2;30%;30%;Comprar minha casa, Outros fins;Diariamente  e analiso para planejar-me;Não;3;Pagar uma dívida;Abaixo de 24 meses com prestação em dia;30%;Não;4 ou mais;Em casa com a família, Na internet, Da minha experiência prática, Em palestras ministradas na Marinha;Inseguro
24/4/2018 12:17:13;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Completo;Cabo;Entre 8 e 10 anos;1;1;1;0;;1;;2;1;10%;0%;Outros fins;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;0;Outro;Não tenho dívidas pessoais;0%;Sim;2;Na internet;Satisfatório
24/4/2018 12:18:42;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Completo;Cabo;Mais de 10 anos;1;3;2;0;;1;;1;1;10%;10%;Para certas emergências;Raramente e não analiso os grupos;Não;0;Nunca;Não tenho dívidas pessoais;10%;Sim;4 ou mais;Em casa com a família;Satisfatório
24/4/2018 12:24:07;Masculino;Acima de 30 anos;Casado (a)/União Estável;1;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;3;0;0;;1;10%;0;1;10%;0%;Para certas emergências, Outros fins;Diariamente  e analiso para planejar-me;Não;4 ou mais;Pagar uma dívida;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Não;4 ou mais;Em palestras ministradas na Marinha;Moderada
24/4/2018 12:25:34;Masculino;De 26 a 30 anos;Casado (a)/União Estável;3;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;4 ou mais;1;3;10%;1;10%;0;2;20%;0%;Para certas emergências;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;0;Construir/ comprar a casa própria;Abaixo de 24 meses com prestação em dia;30%;Sim;3;Da minha experiência prática;Satisfatório
24/4/2018 12:30:31;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Mais de 10 anos;1;2;1;0;;0;;1;2;0%;0%;;Raramente e não analiso os grupos;Não;4 ou mais;Pagar uma dívida;Acima de 24 meses com prestação em dia.;20%;Não;2;Em conversa com amigos, Na internet, Da minha experiência prática, Em palestras ministradas na Marinha;Moderada
24/4/2018 12:32:50;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Mais de 10 anos;1;2;0;0;;0;;0;1;0%;0%;;Não registro;Não;0;Outro;Abaixo de 24 meses com prestação em dia;Mais de 30%;Não;2;Da minha experiência prática;Moderada
24/4/2018 12:54:41;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;2;2;0;;1;5%;1;1;0%;0%;;Raramente e não analiso os grupos;Conheço mas não utilizo;1;Pagar uma dívida;Acima de 24 meses com prestação em dia.;30%;Sim;1;Em palestras ministradas na Marinha;Moderada
24/4/2018 12:57:19;Masculino;Acima de 30 anos;Solteiro (a);2;Ensino Médio Completo;Cabo;Mais de 10 anos;1;1;1;0;;2;30%;0;1;0%;0%;;Raramente e não analiso os grupos;Conheço mas não utilizo;4 ou mais;Comprar carro/moto;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Não;2;Em casa com a família;Moderada
24/4/2018 12:58:34;Masculino;Acima de 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Entre 8 e 10 anos;1;3;0;0;;2;;0;2;10%;10%;Outros fins;Não registro;Conheço mas não utilizo;0;Outro;Acima de 24 meses com prestação em dia.;20%;Não;1;Na internet;Moderada
24/4/2018 13:04:59;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Entre 8 e 10 anos;1;4 ou mais;1;0;;1;30%;2;2;0%;0%;;Não registro;Não;4 ou mais;Comprar carro/moto, Pagar uma dívida, Outro;Abaixo de 24 meses com dificuldade em liquidar;Mais de 30%;Não;0;Da minha experiência prática;Inseguro
24/4/2018 13:47:04;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Superior Completo;Cabo;Mais de 10 anos;1;3;2;0;;1;10%;1;1;10%;0%;Outros fins;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;0;Pagar uma dívida;Acima de 24 meses com prestação em dia.;10%;Sim;0;Em aulas na universidade;Satisfatório
24/4/2018 13:54:14;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Mais de 10 anos;1;2;1;1;;0;;1;1;10%;10%;Para certas emergências;Não registro;Não;0;Nunca;Não tenho dívidas pessoais;0%;Não;4 ou mais;Da minha experiência prática;Moderada
24/4/2018 16:18:36;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;0;0;0;;2;10%;2;1;0%;0%;;Raramente e não analiso os grupos;Conheço mas não utilizo;0;Comprar carro/moto;Acima de 24 meses com prestação em dia.;10%;Não;2;Da minha experiência prática;Excelente
24/4/2018 16:21:42;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Mais de 10 anos;1;2;0;0;;1;10%;1;1;0%;0%;Comprar minha casa, Comprar carro/moto, Para certas emergências;Não registro;Conheço mas não utilizo;0;Nunca;Não tenho dívidas pessoais;0%;Sim;2;Em casa com a família, Da minha experiência prática, Em palestras ministradas na Marinha;Satisfatório
24/4/2018 16:26:07;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Médio Completo;Cabo;Mais de 10 anos;1;0;0;0;;1;10%;1;1;0%;0%;Para certas emergências;Raramente e não analiso os grupos;Conheço mas não utilizo;0;Comprar carro/moto;Não tenho dívidas pessoais;0%;Não;3;Na internet, Da minha experiência prática;Satisfatório
24/4/2018 16:27:32;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Médio Completo;Cabo;Entre 8 e 10 anos;1;2;2;0;;1;15%;3;3;20%;20%;Comprar minha casa, Para certas emergências, Para realizar viagens;Raramente e não analiso os grupos;Conheço mas não utilizo;3;Pagar uma dívida;Acima de 24 meses com prestação em dia.;30%;Não;0;Na internet;Inseguro
24/4/2018 16:29:13;Masculino;Acima de 30 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Entre 8 e 10 anos;1;1;1;0;;1;20%;1;2;10%;10%;Outros fins;Diariamente  e analiso para planejar-me;Não;0;Nunca;Acima de 24 meses com dificuldade em liquidar;30%;Não;1;Da minha experiência prática;Moderada
24/4/2018 16:31:55;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Mais de 10 anos;3;1;1;2;;0;;1;1;0%;0%;;Raramente e não analiso os grupos;Conheço mas não utilizo;4 ou mais;Comprar carro/moto;Não tenho dívidas pessoais;0%;Sim;0;Em casa com a família;Moderada
24/4/2018 16:34:31;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;1;1;0;;0;;0;1;10%;Mais de 30%;Outros fins;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;0;Nunca;Não tenho dívidas pessoais;0%;Sim;0;Da minha experiência prática;Satisfatório
24/4/2018 16:35:48;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Mais de 10 anos;4;3;0;0;;0;;1;2;0%;0%;;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;0;Comprar carro/moto;Acima de 24 meses com prestação em dia.;10%;Não;2;Da minha experiência prática;Satisfatório
24/4/2018 16:38:57;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Entre 8 e 10 anos;1;4 ou mais;2;0;;0;;2;2;0%;0%;;Não registro;Conheço mas não utilizo;4 ou mais;Comprar carro/moto, Pagar uma dívida;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Não;1;Em conversa com amigos, Da minha experiência prática;Inseguro
24/4/2018 16:41:14;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Completo;Cabo;Mais de 10 anos;1;3;1;0;;0;;0;1;30%;10%;Outros fins;Não registro;Conheço mas não utilizo;0;Outro;Não tenho dívidas pessoais;0%;Não;0;Na internet;Inseguro
24/4/2018 16:42:26;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Entre 5 e 8 anos;1;2;0;0;;1;;1;2;0%;0%;;Não registro;Não;4 ou mais;Construir/ comprar a casa própria;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;2;Em revistas, livros, TV e rádio, Na internet;Inseguro
24/4/2018 16:44:54;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Entre 8 e 10 anos;1;2;2;1;30%;0;;1;2;0%;0%;;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;2;Pagar uma dívida;Acima de 24 meses com dificuldade em liquidar;30%;Sim;0;Em casa com a família;Inseguro
24/4/2018 16:47:08;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Completo;Cabo;Entre 8 e 10 anos;1;1;1;0;;0;;1;2;10%;10%;Para certas emergências;Não registro;Conheço mas não utilizo;0;Nunca;Não tenho dívidas pessoais;0%;Não;0;Na internet;Inseguro
24/4/2018 16:48:24;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Completo;Cabo;Mais de 10 anos;1;1;1;2;10%;0;;1;2;0%;0%;;Diariamente  e analiso para planejar-me;Não;0;Nunca;Não tenho dívidas pessoais;0%;Não;4 ou mais;Em palestras ministradas na Marinha;Satisfatório
24/4/2018 16:50:04;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Médio Completo;Cabo;Mais de 10 anos;1;2;2;0;;1;15%;1;2;0%;0%;;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;0;Comprar carro/moto;Não tenho dívidas pessoais;0%;Sim;0;Em conversa com amigos;Satisfatório
24/4/2018 16:52:47;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Entre 8 e 10 anos;1;2;1;0;;0;;0;2;0%;0%;;Diariamente  e analiso para planejar-me;Não;4 ou mais;Comprar carro/moto, Construir/ comprar a casa própria;Abaixo de 24 meses com prestação em dia;10%;Não;0;Em casa com a família;Satisfatório
24/4/2018 16:53:38;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Mais de 10 anos;1;1;1;0;;0;;1;1;0%;0%;;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;4 ou mais;Comprar carro/moto, Construir/ comprar a casa própria;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;0;Em casa com a família;Moderada
24/4/2018 16:54:56;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;2;2;0;;1;;2;1;20%;0%;Outros fins;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;0;Outro;Abaixo de 24 meses com prestação em dia;0%;Não;0;Na internet;Satisfatório
24/4/2018 16:55:58;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Superior Incompleto;Cabo;Entre 8 e 10 anos;9;2;0;0;;0;;2;1;10%;30%;Para certas emergências, Outros fins;Raramente e não analiso os grupos;Conheço mas não utilizo;4 ou mais;Construir/ comprar a casa própria;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Não;0;Em revistas, livros, TV e rádio;Inseguro
24/4/2018 16:56:58;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;2;2;0;;0;;1;2;20%;20%;;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;0;Nunca;Não tenho dívidas pessoais;0%;Sim;0;Em revistas, livros, TV e rádio, Na internet;Moderada
24/4/2018 16:58:17;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Completo;Cabo;Mais de 10 anos;4;1;0;0;;3;10%;2;2;0%;0%;;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;2;Comprar carro/moto;Acima de 24 meses com prestação em dia.;20%;Sim;2;Em revistas, livros, TV e rádio;Satisfatório
24/4/2018 16:59:44;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;1;1;0;;0;;1;1;0%;0%;;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;4 ou mais;Comprar carro/moto;Acima de 24 meses com prestação em dia.;30%;Não;4 ou mais;Em conversa com amigos, Em revistas, livros, TV e rádio, Na internet, Da minha experiência prática, Em palestras ministradas na Marinha;Satisfatório
24/4/2018 17:02:20;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Completo;Cabo;Mais de 10 anos;1;1;1;0;;0;;1;2;20%;20%;Outros fins;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;0;Nunca;Não tenho dívidas pessoais;0%;Não;0;Em aulas na universidade, Em revistas, livros, TV e rádio, Na internet, Da minha experiência prática;Satisfatório
24/4/2018 17:05:12;Masculino;Acima de 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Mais de 10 anos;1;4 ou mais;0;0;;0;;3;2;0%;0%;Para certas emergências;Não registro;Conheço mas não utilizo;0;Pagar uma dívida;Não tenho dívidas pessoais;0%;Não;0;Da minha experiência prática;Moderada
24/4/2018 17:07:02;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;3;1;0;;0;;3;2;0%;0%;;Não registro;Conheço mas não utilizo;4 ou mais;Pagar uma dívida;Acima de 24 meses com dificuldade em liquidar;20%;Sim;2;Em casa com a família;Moderada
24/4/2018 17:10:04;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;2;0;0;;0;;0;2;0%;0%;;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;3;Comprar carro/moto;Acima de 24 meses com prestação em dia.;30%;Não;0;Na internet;Inseguro
24/4/2018 17:13:03;Masculino;Acima de 30 anos;Casado (a)/União Estável;2;Ensino Médio Completo;Cabo;Mais de 10 anos;6;4 ou mais;0;0;;0;;4 ou mais;2;0%;0%;;Raramente e não analiso os grupos;Não;0;Outro;Acima de 24 meses com prestação em dia.;0%;Sim;4 ou mais;Em casa com a família, Da minha experiência prática, Em palestras ministradas na Marinha;Moderada
24/4/2018 17:14:45;Masculino;De 26 a 30 anos;Casado (a)/União Estável;2;Ensino Superior Incompleto;Cabo;Entre 8 e 10 anos;3;3;1;0;;0;;1;2;0%;10%;Outros fins;Não registro;Conheço mas não utilizo;0;Outro;Acima de 24 meses com dificuldade em liquidar;30%;Não;2;Da minha experiência prática;Moderada
24/4/2018 17:18:20;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Completo;Cabo;Mais de 10 anos;1;1;1;0;;1;10%;0;1;30%;10%;Comprar minha casa, Para certas emergências;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;0;Comprar carro/moto;Abaixo de 24 meses com prestação em dia;0%;Não;0;Em aulas na universidade, Da minha experiência prática;Excelente
24/4/2018 17:20:14;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Mais de 10 anos;1;4 ou mais;1;1;;0;;1;2;0%;0%;Comprar minha casa;Raramente e não analiso os grupos;Não;4 ou mais;Outro;Acima de 24 meses com prestação em dia.;30%;Sim;3;Em casa com a família;Moderada
24/4/2018 17:21:30;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Entre 8 e 10 anos;1;2;0;0;;1;15%;1;1;0%;0%;;Não registro;Não;0;Construir/ comprar a casa própria;Acima de 24 meses com prestação em dia.;30%;Não;0;Da minha experiência prática;Satisfatório
24/4/2018 17:46:09;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;6;2;1;0;;0;;1;1;10%;10%;Comprar minha casa, Para certas emergências;Não registro;Não;0;Construir/ comprar a casa própria;Não tenho dívidas pessoais;0%;Sim;1;Em casa com a família, Na internet;Satisfatório
24/4/2018 17:47:04;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Mais de 10 anos;1;2;0;0;;0;;2;2;20%;0%;Outros fins;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;4 ou mais;Outro;Acima de 24 meses com dificuldade em liquidar;20%;Não;0;Na internet;Satisfatório
24/4/2018 17:48:48;Masculino;De 26 a 30 anos;Solteiro (a);1;Ensino Médio Completo;Cabo;Mais de 10 anos;4;3;3;0;;1;;1;1;10%;10%;;Raramente e não analiso os grupos;Conheço mas não utilizo;1;Outro;Acima de 24 meses com prestação em dia.;30%;Não;0;Na internet;Inseguro
24/4/2018 17:50:50;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Entre 8 e 10 anos;1;2;1;0;;0;;2;1;0%;0%;;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;4 ou mais;Outro;Não tenho dívidas pessoais;0%;Não;4 ou mais;Em casa com a família, Da minha experiência prática;Moderada
24/4/2018 17:51:56;Masculino;Acima de 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Mais de 10 anos;1;2;0;0;;0;;3;3;0%;0%;;Não registro;Não;4 ou mais;Comprar carro/moto, Construir/ comprar a casa própria, Pagar uma dívida, Outro;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Sim;1;Em casa com a família, Em conversa com amigos;Inseguro
24/4/2018 17:52:54;Masculino;Acima de 30 anos;Casado (a)/União Estável;2;Ensino Médio Completo;Cabo;Entre 8 e 10 anos;1;3;0;0;;1;5%;1;1;0%;0%;;Raramente e não analiso os grupos;Conheço mas não utilizo;4 ou mais;Pagar uma dívida;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Sim;1;Em casa com a família;Inseguro
24/4/2018 17:54:01;Masculino;Acima de 30 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Mais de 10 anos;1;1;1;0;;0;;0;1;0%;0%;Outros fins;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;0;Comprar carro/moto;Acima de 24 meses com prestação em dia.;Mais de 30%;Sim;4 ou mais;Da minha experiência prática;Excelente
24/4/2018 17:55:51;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Mais de 10 anos;1;2;1;0;;0;;0;1;0%;0%;;Não registro;Não;4 ou mais;Pagar uma dívida;Acima de 24 meses com prestação em dia.;30%;Não;0;Em casa com a família;Moderada
24/4/2018 17:56:57;Masculino;Acima de 30 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Mais de 10 anos;1;1;1;0;;0;;0;1;10%;10%;Para certas emergências;Não registro;Conheço mas não utilizo;0;Comprar carro/moto;Acima de 24 meses com prestação em dia.;0%;Não;2;Em conversa com amigos;Moderada
24/4/2018 17:58:58;Masculino;Acima de 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Mais de 10 anos;1;2;0;0;;0;;1;3;0%;0%;;Não registro;Conheço mas não utilizo;2;Comprar carro/moto, Pagar uma dívida;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;0;Da minha experiência prática;Inseguro
24/4/2018 18:00:44;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Completo;Cabo;Entre 8 e 10 anos;8;2;2;1;30%;0;;1;1;20%;20%;Comprar minha casa;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;4 ou mais;Comprar carro/moto;Não tenho dívidas pessoais;0%;Não;4 ou mais;Em aulas na universidade;Satisfatório
24/4/2018 18:02:46;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Mais de 10 anos;1;1;0;0;;2;10%;1;1;10%;10%;Outros fins;Raramente e não analiso os grupos;Conheço mas não utilizo;0;Outro;Não tenho dívidas pessoais;0%;Sim;0;Em casa com a família;Inseguro
24/4/2018 18:03:42;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Completo;Cabo;Mais de 10 anos;2;0;0;0;;0;;1;1;0%;0%;;Não registro;Conheço mas não utilizo;2;Pagar uma dívida;Não tenho dívidas pessoais;0%;Sim;1;Em casa com a família;Moderada
24/4/2018 18:04:48;Masculino;Acima de 30 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Mais de 10 anos;1;3;2;0;;0;;0;1;0%;0%;;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;0;Pagar uma dívida;Não tenho dívidas pessoais;0%;Sim;4 ou mais;Na internet;Satisfatório
24/4/2018 18:05:59;Masculino;De 26 a 30 anos;Casado (a)/União Estável;2;Ensino Médio Completo;Cabo;Mais de 10 anos;1;3;1;0;;0;;0;1;0%;0%;;Não registro;Não;0;Comprar carro/moto, Construir/ comprar a casa própria, Pagar uma dívida;Abaixo de 24 meses com dificuldade em liquidar;30%;Não;3;Da minha experiência prática;Inseguro
24/4/2018 18:07:01;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Entre 8 e 10 anos;1;3;2;0;;1;15%;0;1;0%;0%;;Diariamente  e analiso para planejar-me;Não;0;Comprar carro/moto;Acima de 24 meses com prestação em dia.;20%;Sim;0;Em casa com a família;Moderada
24/4/2018 18:08:06;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Mais de 10 anos;1;2;1;0;;0;;2;1;0%;0%;;Não registro;Conheço mas não utilizo;0;Pagar uma dívida;Acima de 24 meses com prestação em dia.;30%;Sim;4 ou mais;Em casa com a família;Moderada
24/4/2018 18:09:04;Masculino;Acima de 30 anos;Casado (a)/União Estável;1;Ensino Superior Completo;Cabo;Entre 8 e 10 anos;2;2;0;0;;0;;1;1;0%;0%;;Não registro;Não;4 ou mais;Nunca;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Não;0;Da minha experiência prática;Inseguro
24/4/2018 18:10:01;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Médio Completo;Cabo;Mais de 10 anos;9;2;1;0;;0;;0;2;0%;0%;;Raramente e não analiso os grupos;Não;4 ou mais;Comprar carro/moto;Abaixo de 24 meses com prestação em dia;0%;Não;2;Em casa com a família, Em conversa com amigos, Da minha experiência prática;Moderada
24/4/2018 18:10:57;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;3;2;1;10%;0;;3;1;0%;0%;;Diariamente  e analiso para planejar-me;Não;4 ou mais;Comprar carro/moto;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;4 ou mais;Em conversa com amigos;Satisfatório
24/4/2018 18:12:03;Masculino;Acima de 30 anos;Casado (a)/União Estável;1;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;2;0;0;;0;;0;1;0%;0%;;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;4 ou mais;Construir/ comprar a casa própria, Pagar uma dívida;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;4 ou mais;Da minha experiência prática;Satisfatório
24/4/2018 18:13:00;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;7;0;0;0;;1;5%;0;1;0%;0%;;Não registro;Sim. Já utilizei por algum tempo;4 ou mais;Nunca;Não tenho dívidas pessoais;0%;Não;0;Na internet;Moderada
24/4/2018 18:14:16;Masculino;Acima de 30 anos;Casado (a)/União Estável;3;Ensino Médio Completo;Cabo;Mais de 10 anos;1;3;1;0;;0;;0;1;0%;0%;;Não registro;Não;0;Construir/ comprar a casa própria;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;0;Em casa com a família;Inseguro
24/4/2018 18:15:50;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Mais de 10 anos;9;1;0;0;;1;5%;1;1;0%;0%;;Raramente e não analiso os grupos;Conheço mas não utilizo;1;Pagar uma dívida;Acima de 24 meses com prestação em dia.;30%;Sim;4 ou mais;Em palestras ministradas na Marinha;Satisfatório
24/4/2018 18:16:48;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Superior Incompleto;Cabo;Mais de 10 anos;5;2;0;0;;0;;2;1;0%;0%;;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;0;Nunca;Abaixo de 24 meses com prestação em dia;0%;Sim;2;Em casa com a família, Em conversa com amigos, Da minha experiência prática;Moderada
